clue,explanation,answer,url
"Pay for dance after dream sporting competition (7,8)",' sporting competition ' is the definition. ' pay for dance after dream ' is the wordplay. ' pay for ' becomes ' foot ' (as in to foot the bill) . ' dance ' becomes ' ball ' (ball is a kind of dance) . ' after ' is a charade indicator (letters next to each other). ' dream ' becomes ' fantasy '  . ' foot '+' ball '=' football ' ' football ' put after ' fantasy ' is ' FANTASY FOOTBALL '.,fantasy football,https://www.crosswordgenius.com/clue/pay-for-dance-after-dream-sporting-competition
Container used for river grass? (9),' container ' is the definition. (flowerpot is a kind of container) ' river grass? ' is the wordplay. ' river ' becomes ' flower ' (a river flows) . ' grass? ' becomes ' pot ' (cannabis) . ' flower '+' pot '=' FLOWERPOT ' ' used for ' acts as a link.,flowerpot,https://www.crosswordgenius.com/clue/container-used-for-river-grass
Slight problem with award after chick goes naked (6),' slight problem ' is the definition. ' award after chick goes naked ' is the wordplay. ' award ' becomes ' cup '  . ' after ' is a charade indicator (letters next to each other). ' goes naked ' indicates the central letters (the outside letters are removed) . The centre of ' c hic k ' is ' hic '. ' cup ' after ' hic ' is ' HICCUP '. ' with ' is the link.,hiccup,https://www.crosswordgenius.com/clue/slight-problem-with-award-after-chick-goes-naked
Outgoing text sent off about partygoer (9),' outgoing ' is the definition.  ' text sent off about partygoer ' is the wordplay. ' sent off ' indicates an anagram. ' about ' means one lot of letters goes inside another. ' partygoer ' becomes ' raver '  . ' text ' is an anagram of ' extt '. ' extt ' placed around ' raver ' is ' EXTRAVERT '.,extravert,https://www.crosswordgenius.com/clue/outgoing-text-sent-off-about-partygoer
"Makes a lot from crime to support playboy (5,2)",' makes a lot ' is the definition. ' crime to support playboy ' is the wordplay. ' crime ' becomes ' sin '. ' to support ' says to put letters next to each other. ' playboy ' becomes ' rake ' (old-fashioned term for a womanising man) . ' sin ' put after ' rake ' is ' RAKES IN '. ' from ' is the link.,rakes in,https://www.crosswordgenius.com/clue/makes-a-lot-from-crime-to-support-playboy
Sign discovered in form of Maori art (7),' art ' is the definition.  ' sign discovered in form of maori ' is the wordplay. ' discovered ' indicates the central letters. ' in ' is an insertion indicator. ' form of ' is an anagram indicator (the letters need to be in another 'form') . The central letters of ' s ig n ' are ' ig '. ' maori ' with letters rearranged gives ' orami '. ' ig ' placed within ' orami ' is ' ORIGAMI '.,origami,https://www.crosswordgenius.com/clue/sign-discovered-in-form-of-maori-art
Laugh and talk intermittently during task (7),' laugh ' is the definition. (chortling is a kind of laughing) ' talk intermittently during task ' is the wordplay. ' intermittently ' means one should take alternating letters. ' during ' indicates putting letters inside. ' task ' becomes ' chore ' ('chore' can be a synonym of 'task') . The alternating letters of ' t a l k ' are ' tl '. ' tl ' placed within ' chore ' is ' CHORTLE '. ' and ' acts as a link.,chortle,https://www.crosswordgenius.com/clue/laugh-and-talk-intermittently-during-task
Boy pinching one set (4),' set ' is the definition. ('laid' can be a synonym of 'set') ' boy pinching one ' is the wordplay. ' boy ' becomes ' lad ' (lad is a kind of boy**) . ' pinching ' indicates putting letters inside (taking inside) . ' one ' becomes ' i ' (Roman numeral) . ' lad ' placed around ' i ' is ' LAID '.,laid,https://www.crosswordgenius.com/clue/boy-pinching-one-set
Chutzpah mainly precedes row in border (8),' border ' is the definition.  ' chutzpah mainly precedes row ' is the wordplay. ' chutzpah ' becomes ' front '. ' mainly ' means to remove the last letter. ' precedes ' says to put letters next to each other. ' row ' becomes ' tier ' (tier is a kind of row**) . ' fron t ' with its final letter taken away is ' fron '. ' fron '+' tier '=' FRONTIER ' ' in ' acts as a link.,frontier,https://www.crosswordgenius.com/clue/chutzpah-mainly-precedes-row-in-border
Relative cut applied to rejected writer (6),' relative ' is the definition. (nephew is a kind of relative) ' cut applied to rejected writer ' is the wordplay. ' cut ' becomes ' hew '  . ' applied to ' is a charade indicator (letters next to each other). ' rejected ' says the letters should be written backwards. ' writer ' becomes ' pen '  . ' pen ' backwards is ' nep '. ' hew ' put after ' nep ' is ' NEPHEW '.,nephew,https://www.crosswordgenius.com/clue/relative-cut-applied-to-rejected-writer
Clip youngster crossing river (4),' clip ' is the definition. ('trot' can be a synonym of 'clip') ' youngster crossing river ' is the wordplay. ' youngster ' becomes ' tot ' (tot is a kind of youngster**) . ' crossing ' means one lot of letters goes inside another. ' river ' becomes ' r '. ' tot ' going around ' r ' is ' TROT '.,trot,https://www.crosswordgenius.com/clue/clip-youngster-crossing-river
Description of curriculum should include British sweets (9),' sweets ' is the definition. (syllabub is a kind of sweet) ' description of curriculum should include british ' is the wordplay. ' description of curriculum ' becomes ' syllabus '. ' should include ' indicates putting letters inside. ' british ' becomes ' b ' (abbreviation e.g. in 'BBC') . ' syllabus ' going around ' b ' is ' SYLLABUBS '.,syllabubs,https://www.crosswordgenius.com/clue/description-of-curriculum-should-include-british-sweets
"In repeats, an actor returned for game (7)",' game ' is the definition. (canasta is a kind of game) ' in repeats an actor returned ' is the wordplay. ' in ' indicates the answer is hidden within the clue. ' returned ' shows that the letters should be reversed in order. ' atsanac ' can be found hidden inside ' repe ats an ac tor '. ' atsanac ' reversed gives ' CANASTA '. ' for ' is the link.,canasta,https://www.crosswordgenius.com/clue/in-repeats-an-actor-returned-for-game
"Engineers more recent track studies (9,6)",' studies ' is the definition. ' engineers more recent track ' is the wordplay. ' engineers ' becomes ' re ' (Royal Engineers) . ' more recent ' becomes ' fresher '. ' track ' becomes ' course ' ('course' can be a synonym of 'track'**) . ' re '+' fresher '+' course '=' REFRESHER COURSE ',refresher course,https://www.crosswordgenius.com/clue/engineers-more-recent-track-studies
Family (and the rest) must adopt current type of energy (7),' type of energy ' is the definition. ' family and the rest must adopt current ' is the wordplay. ' family ' becomes ' kin ' ('kin' can be a synonym of 'family') . ' and the rest ' becomes ' etc ' (et cetera) . ' must adopt ' is an insertion indicator. ' current ' becomes ' i ' (symbol for electric current) . ' etc ' going around ' i ' is ' etic '. ' kin '+' etic '=' KINETIC ',kinetic,https://www.crosswordgenius.com/clue/family-and-the-rest-must-adopt-current-type-of-energy
BBC missing a release? (5),' release? ' is the definition. (thesaurus) ' bbc missing a ' is the wordplay. ' bbc ' becomes ' auntie '  . ' missing ' suggests deleting specific letters. ' auntie ' with ' a ' taken out is ' UNTIE '.,untie,https://www.crosswordgenius.com/clue/bbc-missing-a-release
Nice meal pet ruined that’s near fireplace (11),' that's near fireplace ' is the definition. ' nice meal pet ruined ' is the wordplay. ' ruined ' indicates an anagram. ' nice '+' meal '+' pet '=' nicemealpet ' ' nicemealpet ' with letters rearranged gives ' MANTELPIECE '.,mantelpiece,https://www.crosswordgenius.com/clue/nice-meal-pet-ruined-thats-near-fireplace
Explosive tape shows workplace with poor conditions (9),' workplace with poor conditions ' is the definition. ' explosive tape shows ' is the wordplay. ' explosive ' indicates an anagram. ' tape '+' shows '=' tapeshows ' ' tapeshows ' anagrammed gives ' SWEATSHOP '.,sweatshop,https://www.crosswordgenius.com/clue/explosive-tape-shows-workplace-with-poor-conditions
Social gathering’s ale unfinished (3),' social gathering's ' is the definition. (bee is a kind of social gathering) ' ale unfinished ' is the wordplay. ' ale ' becomes ' beer '  . ' unfinished ' means to remove the last letter. ' bee r ' with its last letter removed is ' BEE '.,bee,https://www.crosswordgenius.com/clue/social-gatherings-ale-unfinished
"Vegetable lorry OK, the man accepts (9)",' vegetable ' is the definition. (artichoke is a kind of vegetable) ' lorry ok the man accepts ' is the wordplay. ' lorry ' becomes ' artic ' (articulated lorry is a semi-trailer truck) . ' the man ' becomes ' he '. ' accepts ' is an insertion indicator. ' ok ' inserted into ' he ' is ' hoke '. ' artic '+' hoke '=' ARTICHOKE ',artichoke,https://www.crosswordgenius.com/clue/vegetable-lorry-ok-the-man-accepts
Throw out rogue initially seen in storehouse (6),' throw out ' is the definition. (deporting is a kind of throwing out) ' rogue initially seen in storehouse ' is the wordplay. ' initially ' suggests taking the first letters. ' seen in ' indicates putting letters inside. ' storehouse ' becomes ' depot ' ('depot' can be a synonym of 'storehouse') . The first letter of ' r ogue ' is ' r '. ' r ' going inside ' depot ' is ' DEPORT '.,deport,https://www.crosswordgenius.com/clue/throw-out-rogue-initially-seen-in-storehouse
"Be candidate, popular, as deputy (5-2)",' deputy ' is the definition. (thesaurus) ' be candidate popular ' is the wordplay. ' be candidate ' becomes ' stand '. ' popular ' becomes ' in '. ' stand '+' in '=' STAND-IN ' ' as ' acts as a link.,stand-in,https://www.crosswordgenius.com/clue/be-candidate-popular-as-deputy
"A source of inspiration intended, say, to provide delight (9)",' delight ' is the definition. (amusement is a kind of delight) ' a source of inspiration intended say ' is the wordplay. ' source of inspiration ' becomes ' muse '  . ' intended ' becomes ' meant ' (meaning is a kind of intending) . ' say ' indicates a 'sounds like' (homophone) clue. ' meant ' is a homophone of ' ment '. ' a '+' muse '+' ment '=' AMUSEMENT ' ' to provide ' is the link.,amusement,https://www.crosswordgenius.com/clue/a-source-of-inspiration-intended-say-to-provide-delight
Chart married secretary brought back (3),' chart ' is the definition. ('map' can be a synonym of 'chart') ' married secretary brought back ' is the wordplay. ' married ' becomes ' m '. ' secretary ' becomes ' pa '  . ' brought back ' is a reversal indicator. ' pa ' back-to-front is ' ap '. ' m '+' ap '=' MAP ',map,https://www.crosswordgenius.com/clue/chart-married-secretary-brought-back
Theatre the French note is full (7),' is full ' is the definition. ('replete' can be a synonym of 'full') ' theatre the french note ' is the wordplay. ' theatre ' becomes ' rep '  . ' the french ' becomes ' le '. ' note ' becomes ' te ' (**) . ' rep '+' le '+' te '=' REPLETE ',replete,https://www.crosswordgenius.com/clue/theatre-the-french-note-is-full
"City adventure, ignoring odds — love it! (7)","' city ' is the definition. (Detroit is an example) ' adventure ignoring odds love it ' is the wordplay. ' ignoring odds ' means one should take alternating letters (the odd-numbered letters are removed) . ' love ' becomes ' o ' (In tennis, 'love' means 'zero') . The alternate letters of ' a d v e n t u r e ' are ' detr '. ' detr '+' o '+' it '=' DETROIT '",detroit,https://www.crosswordgenius.com/clue/city-adventure-ignoring-odds-love-it
Plan in relation to Channel Islands gym (6),' plan ' is the definition. (thesaurus) ' relation to channel islands gym ' is the wordplay. ' relation ' becomes ' re ' (re is a kind of relation) . ' to channel islands ' becomes ' ci '. ' gym ' becomes ' pe '. ' re '+' ci '+' pe '=' RECIPE ' ' in ' acts as a link.,recipe,https://www.crosswordgenius.com/clue/plan-in-relation-to-channel-islands-gym
After return call American friend (3),' american friend ' is the definition. (US term for friend) ' after return call ' is the wordplay. ' after return ' says the letters should be written backwards. ' call ' becomes ' dub ' (dubbing is a kind of calling) . ' dub ' back-to-front is ' BUD '.,bud,https://www.crosswordgenius.com/clue/after-return-call-american-friend
Payment for insurance before parent’s going around India (7),"' payment for insurance ' is the definition.  ' before parent's going around india ' is the wordplay. ' before ' becomes ' pre '. ' parent ' becomes ' mum ' (mum is a kind of parent) . ' going around ' is an insertion indicator. ' india ' becomes ' i ' (phonetic alphabet: alpha,  bravo, charlie etc.) . ' mum ' going around ' i ' is ' mium '. ' pre '+' mium '=' PREMIUM '",premium,https://www.crosswordgenius.com/clue/payment-for-insurance-before-parents-going-around-india
"Dessert maybe, something to chew on top performer’s tucked into (7)",' dessert maybe ' is the definition. ' something to chew on top performer's tucked into ' is the wordplay. ' something to chew on ' becomes ' cud '. ' top performer ' becomes ' star '  . ' tucked into ' is an insertion indicator  . ' cud ' placed around ' star ' is ' CUSTARD '.,custard,https://www.crosswordgenius.com/clue/dessert-maybe-something-to-chew-on-top-performers-tucked-into
Fearless British getting on (4),' fearless ' is the definition. ('bold' is associated in meaning with 'fearless') ' british getting on ' is the wordplay. ' british ' becomes ' b ' (abbreviation e.g. in 'BBC') . ' getting on ' becomes ' old ' ('getting on a bit' means 'old') . ' b '+' old '=' BOLD ',bold,https://www.crosswordgenius.com/clue/fearless-british-getting-on
