input,explanation,answer
竹落方三叶，月斜恰半林(猜一字),提示：“竹落”理解为竹叶飘落的形状，为“彡”。“三叶”理解为三片叶子，形状为“、、、”。“月斜”理解为月亮西斜的时候，形状为“丿”。“半林”理解为“林”字的一半，取“木”。,彩
陶朱连夜别西湖(猜一字),提示：“陶朱”指的是历史人物“范蠡”，扣“范”。“夕”字义为“晚上”，与谜面中的“夜”相扣。“西湖”指的是“湖”字笔画的西面（左边部分），为“氵”。“陶朱连夜别西湖”指的是“范”字笔画中的“氵”离别，去掉，剩下部分再与“夕”组成字“苑”。,苑
优先录用令先行(猜一字),提示：“优先”指的是“优”字笔画的先头部分，为“亻”。“用”明扣。“令先行”指的是“令”字笔画的先头部分行走，去掉，剩下“乛、”。,俑
好男儿走四方(猜一字),提示：“男儿”理解为男子，扣“子”；“好男儿走”理解为“好”字的“子”走了，剩下“女”。“四方”理解为四方形，形状为“口”。口+女=如。,如
抛锚前后(猜一字),提示：“抛锚前后”指的是“抛”字笔画的前面部分“扌”；“锚”字笔画的后面部分“苗”。扌+苗=描。,描
一箭射入卧山中(猜一字),提示：“箭”即“矢”之意。“一箭射入卧山中”指的是“山”字卧倒，中间的“一”射掉，去掉，剩下“匚”；“匚”再与“矢”组成字“医”。,医
超前领取(猜一字),提示：“超前”理解为“超”字的前面部分，为“走”。“走”与谜面中的“取”组成字“趣”。走+取=趣。,趣
有一半乞怜(猜一字),提示：“有一半乞怜”指的是“乞怜”二字笔画各取一半，分别取“乙忄”。忄+乙=忆。,忆
双手一挥，说声再见(猜一字),提示：“双手”理解为一双“手”字，即“手手”。手+手=拜。“拜”字义为“再见”，与谜面中的“再见”相扣。,拜
陕西省(猜一字),提示：“陕西省”理解为“陕”字的西面（左边部分）省掉，没有了，剩下“夹”。,夹
又约红颜吊脚楼(猜一字),提示：“又”明扣。“红颜”指容貌美丽的女子，扣“女”。“吊脚”指的是“吊”字笔画的脚，底部，为“巾”。巾+又+女=帑。,帑
白头偕老(猜一字),提示：“白头”理解为“白”字的头部，为“丿”。“老”理解为古老，扣“古”。古+丿=舌。,舌
一生勤劳(猜一字),提示：“一生勤劳”理解为一辈子勤劳，将“辈劳”二字去掉部分，合为一个字，为“荤”。,荤
白玉无瑕(猜一字),提示：“白”明扣。“玉无瑕”说明“玉”字上面没有任何脏点（、），“玉”去掉“、”，剩下“王”字。“王”与“白”组成字“皇”。,皇
两点独自乘扁舟(猜一字),提示：“两点”理解为两点头“丷”。“独”字义为“一个”，扣“一”。“扁舟”的形状为“辶”。“丷”“一”“辶”与谜面中的“自”组成字“道”。丷+一+自+辶=道。,道
开关送谪仙(猜一字),提示：“开关送”指的是“送”字笔画的“关”开除，去掉，剩下“辶”。“谪仙”指的是谪仙人，即李白，扣“白”。白+辶=迫。,迫
赞扬责任制(猜一字),提示：“赞扬责任制”理解为夸奖个人承包，扣“夸包”，“夸”与“包”组成字“匏”。夸+包=匏。,匏
刚才东村有人来(猜一字),提示：“甫”字义为“刚”，与谜面中的“刚”相扣。“东村”理解为“村”字的东面（右边部分），为“寸”。“人”理解为单人旁“亻”。寸+甫+亻=傅。,傅
盘中日月(猜一字),提示：“盘”属于器皿，扣“皿”。“日月”二字明扣。日+月+皿=盟。,盟
到城头，望新月，两处茫茫均不见(猜一字),提示：“城头”指的是“城”字笔画的头部，为“土”。“新月”的形状为“丿”。“到城头，望新月，两处茫茫均不见”指的是“均”字笔画中的“土”“丿”不见了，去掉，剩下“习”。均-土-丿=习。,习
有手有脚，无法逃脱(猜一字),提示：“手”指的是提手旁“扌”。“足”字义为“脚”，与谜面“脚”相扣。“有手有脚”理解为“扌”与“足”，组成字“捉”。扌+足=捉。“无法逃脱”说明被捉住了，扣“捉”，第二次紧扣谜底。,捉
枯水河前人影单(猜一字),提示：“水”理解为三点水“氵”。“枯水河”理解为“河”字的“氵”枯了，没有了，剩下“可”。“人”理解为单人旁“亻”。“枯水河前人影单”理解为“亻”在“可”字的前面，组成字“何”。亻+可=何。,何
短竹长草入目来(猜一字),提示：“短竹”指的是竹字头“⺮”。“草”理解为草字头“艹”；“长草”指的是“艹”笔画拉长，变成字“廾”。“目”明扣。廾+⺮+目=算。,算
杜绝后门(猜一字),提示：“杜绝后”理解为“杜”字的后面部分绝了，没有了，剩下“木”。“木”与谜面中的“门”组成字“闲”。木+门=闲。,闲
半青半黄半收成(猜一字),提示：“半青”理解为“青”字的一半，取“月”。“半黄”理解为“黄”字的一半，取“艹一”。“半收”理解为“收”字的一半，取“攵”。“半青半黄半收成”理解为“月”“艹一”与“攵”组成字“散”。,散
一丝红罗订白首(猜一字),提示：“一”明扣。“丝”理解为绞丝旁“纟”；“丝红罗”指的是“红”字笔画中的“纟”遮拦，去掉，剩下“工”。“订白首”指的是“订”字笔画的首部白白，没有了，剩下“丁”。丁+一+工=玎。,玎
要虚心，不自负(猜一字),提示：“虚心”理解为“虚”字的中心部分，为“七”。“负”理解为负号，负号的形状为“一”。“不自负”理解为“自”字的“一”不要了，剩下“白”。白+七=皂。,皂
读它是第三，用它属老二(猜一字),提示：“乙”的读音为“yǐ”，音调为第三声，与谜面中的“读它是第三”相扣。“用它属老二”理解为“甲乙丙丁...”顺序排列下来，“乙”排在第二。,乙
有耳能听到，有口能请教，有手能摸索，有心就烦恼(猜一字),提示：“门”字有了“耳”，便组成字“闻”，“闻”字义为“听见”。“门”与“口”组成字“问”，“问”字义为“有不知道或不明白的事情或道理请人解答”。“手”指的是提手旁（扌），“扌”与“门”组成字“扪”，“扪”字义为“按；摸”。“心”与“门”组成字“闷”，人闷闷不乐，说明有烦恼。,门
干到白头人退休(猜一字),提示：“白头”理解为“白”字的头部，为“丿”。“人”理解为单人旁“亻”，“人退休”理解为“休”字退掉了“亻”，剩下“木”。“木”“丿”与谜面中的“干”组成字“杵”。木+干+丿=杵。,杵
扎后羊尾翘(猜一字),提示：“扎后”指的是“扎”字笔画的后面部分，为“乚”。“羊”明扣。羊+乚=羌。“羊尾翘”指的是“羊”字笔画的尾部往旁边翘。,羌
昂起头树雄心(猜一字),提示：“昂起头”理解为“昂”字的头部，为“日”。“树”理解为树木，扣“木”。“雄心”理解为“雄”字的中心部分，为“亻”。亻+木+日=倮。,倮
画中细柳见春色(猜一字),提示：“画中”指的是“画”字笔画的中间部分，为“田”。“柳”明扣。柳+田=榴。“春色”指的是石榴花开。,榴
日本一逃无影踪(猜一字),提示：“本一逃无影踪”理解为“本”字的“一”逃跑了，看不见了，剩下“木”。“木”与谜面中的“日”组成字“杳”。木+日=杳。,杳
木水火土(猜一字),提示：五行为“金木水火土”，谜面“木水火土”欠缺“金”，扣“欠金”，“金”理解为金字旁“钅”，“钅”与“欠”组成字“钦”。钅+欠=钦。,钦
左脚占据广大面积(猜一字),提示：“足”字义为“脚”，与谜面中的“脚”相扣，“足”理解为足字旁“⻊”。“⻊”与谜面中的“占”“广”组成字“踮”。⻊+占+广=踮。,踮
牵牛去饮水(猜一字),提示：“牵牛去”指的是“牵”字笔画的“牛”去掉，剩下“大冖”。“水”理解为三点水“氵”。氵+大+冖=泱。,泱
无人不高兴(猜一字),提示：“人”理解为单人旁“亻”。“不高兴”指的是“兴”字笔画的高处不要，去掉，剩下“八”。“无人不高兴”反过来理解就是“亻”有了“八”，组成字“爪”。,爪
灯厂失火重新建(猜一字),提示：“灯厂失火”理解为“灯”字失去了“火”，剩下“丁”。谜面中的“厂”与“丁”组成字“厅”。丁+厂=厅。,厅
不用言语心意到(猜一字),提示：“言”理解为言字旁“讠”；“不用言语”理解为“语”字不用“讠”，剩下“吾”。“心”理解为竖心旁“忄”。忄+吾=悟。,悟
机床厂撤消改组(猜一字),提示：“机床厂撤消改组”指的是“机床”二字笔画中的“厂”撤销，去掉，剩下部分调整笔画，组成字“梵”。,梵
百里挑一，千里挑一(猜一字),提示：“百里挑一”理解为“百”字里面挑出“一”，剩下“白”。“千里挑一”理解为“千”字的“一”挑出来，剩下“亻”。亻+白=伯。,伯
搬运工人一个样(猜一字),提示：谜面中的“工”与“人”搬运一下，组成字“仝”。工+人=仝。“仝”字义为“‘同’的古字。相同;一样”。,仝
千古一绝(猜一字),提示：“千古一绝”指的是“千”字的“一”绝迹了，没有了，剩下“亻”，“亻”再与“古”组成字“估”。亻+古=估。,估
一夜白头心中苦(猜一字),提示：“夕”字义为“晚上”，与谜面中的“夜”相扣。“白头”理解为“白”字的头部，为“丿”。“心中苦”理解为“苦”字的中心部分，为“十”。“十”“丿”“夕”与谜面中的“一”组成字“歼”。一+十+丿+夕=歼。,歼
